Frame,Left_Position_Raw,Right_Position_Raw,Left_Position_Filtered,Right_Position_Filtered,Left_Velocity,Right_Velocity,Left_Acceleration,Right_Acceleration
3000,-13.44088998071984,-78.90926536564521,-13.999315387844403,-0.7760727501312322,-0.014794831155901633,0.0016784675918323222,-0.016543925141821347,-0.0011075952035534131
3001,-13.428902469690579,-78.91088316370235,-14.021898693523937,-0.775025583933666,-0.02258330567953415,0.001047166197566174,-0.007788474523632516,-0.0006313013942661483
3002,-13.54733900888058,-78.91624163623595,-14.039964232010567,-0.7738932169952133,-0.018065538486629507,0.0011323669384527557,0.004517767192904643,8.52007408865818e-05
3003,-13.564281048880657,-78.9169828143042,-14.041893053869002,-0.7719584249706917,-0.0019288218584350147,0.0019347920245216255,0.016136716628194492,0.0008024250860688698
3004,-13.585009694721196,-78.91804230878866,-14.02029962584375,-0.7687162373517427,0.021593428025251882,0.0032421876189490106,0.023522249883686897,0.0013073955944273852
3005,-13.695685535874544,-78.9251732805716,-13.973861416654724,-0.763997673867869,0.046438209189025415,0.004718563483873672,0.024844781163773533,0.0014763758649246617
3006,-13.71969192728406,-78.92517914233326,-13.907016505114157,-0.7579753836314987,0.06684491154056715,0.006022290236370242,0.02040670235154174,0.00130372675249657
3007,-13.635968055054644,-78.92086616085234,-13.827830005012254,-0.7510630511960358,0.07918650010190298,0.0069123324354629645,0.012341588561335826,0.0008900421990927221
3008,-13.497381426098153,-78.91407918525596,-13.744931702045202,-0.7437547900657034,0.08289830296705247,0.007308261130332339,0.003711802865149494,0.0003959286948693741
3009,-13.516390626088432,-78.91476045454586,-13.664708455511894,-0.7364674057033935,0.0802232465333077,0.007287384362309912,-0.0026750564337447713,-2.087676802242644e-05
3010,-13.6012198081165,-78.91744214880359,-13.589773258915312,-0.7294413459834578,0.07493519659658254,0.007026059719935751,-0.005288049936725159,-0.0002613246423741611
3011,-13.573728777339658,-78.91549302041273,-13.519165356237329,-0.7227278310052277,0.07060790267798289,0.0067135149782300285,-0.004327293918599651,-0.00031254474170572255
3012,-13.540641131950975,-78.9142612566969,-13.449984470949866,-0.7162516456806415,0.06918088528746225,0.00647618532458627,-0.0014270173905206462,-0.00023732965364375858
3013,-13.561944956127604,-78.91524786372351,-13.379558635359086,-0.7099080412473511,0.07042583559078075,0.006343604433290406,0.0012449503033185039,-0.0001325808912958637
3014,-13.534825615095231,-78.91362838619567,-13.307071708424871,-0.7036420969587622,0.07248692693421432,0.006265944288588843,0.0020610913434335743,-7.766014470156346e-05
3015,-13.51322263652181,-78.91272961684517,-13.233913283502758,-0.697473725497945,0.07315842492211289,0.006168371460817279,0.0006714979878985616,-9.757282777156373e-05
3016,-13.403503006659342,-78.9082203818436,-13.162686969830796,-0.6914629425635312,0.07122631367196242,0.006010782934413705,-0.00193211125015047,-0.00015758852640357368
3017,-13.474317020589847,-78.91132977606425,-13.095483580416952,-0.6856417191103238,0.0672033894138444,0.005821223453207458,-0.00402292425811801,-0.00018955948120624733
3018,-13.489832306188717,-78.91327741332886,-13.032364541134813,-0.6799548906669809,0.0631190392821388,0.005686828443342895,-0.004084350131705605,-0.000134395009864563
3019,-13.515871289307015,-78.9143845920596,-12.970856577650334,-0.674246019549576,0.06150796348447862,0.005708871117404923,-0.0016110757976601775,2.204267406202831e-05
3020,-13.469918347776387,-78.91196290573498,-12.90672650750742,-0.6682994225029525,0.06413007014291416,0.005946597046623481,0.0026221066584355412,0.0002377259292185574
3021,-13.437373537378921,-78.91082439627314,-12.83566454388285,-0.6619201227324791,0.07106196362457062,0.006379299770473357,0.006931893481656459,0.00043270272384987596
3022,-13.472429420972718,-78.91160448378504,-12.755070374577638,-0.65501401502166,0.08059416930521124,0.0069061077108191204,0.009532205680640615,0.0005268079403457637
3023,-13.44871932635467,-78.91136356436981,-12.665104262654584,-0.6476299789535499,0.08996611192305437,0.007384036068110111,0.009371942617843132,0.0004779283572909909
3024,-13.354612137725509,-78.90681206517252,-12.568530884750768,-0.6399434920458512,0.09657337790381604,0.007686486907698686,0.006607265980761667,0.000302450839588575
3025,-13.30684599122105,-78.90457537961754,-12.469458510612345,-0.6321884790954702,0.09907237413842296,0.007755012950381057,0.0024989962346069206,6.852604268237084e-05
3026,-13.282027896213823,-78.9026100083899,-12.371585008334378,-0.6245677945666108,0.09787350227796665,0.007620684528859334,-0.0011988718604563076,-0.0001343284215217233
3027,-13.259494705592408,-78.90246728625206,-12.27677062852969,-0.6171820023657086,0.09481437980468854,0.007385792200902186,-0.0030591224732781086,-0.00023489232795714798
3028,-13.247593274728265,-78.90203026912224,-12.184578126039057,-0.6100070011421632,0.09219250249063293,0.007175001223545419,-0.0026218773140556095,-0.00021079097735676733
3029,-13.206224153170476,-78.90097952320387,-12.092949811807571,-0.6029281702115388,0.09162831423148532,0.007078830930624447,-0.0005641882591476133,-9.617029292097179e-05
3030,-13.186159243082725,-78.89965624573189,-11.99965789737324,-0.5958130227771096,0.0932919144343316,0.007115147434429203,0.0016636002028462826,3.631650380475637e-05
3031,-13.14318913334317,-78.8985093495219,-11.903817733305766,-0.5885877563363774,0.09584016406747331,0.007225266440732181,0.002548249633141708,0.00011011900630297777
3032,-13.082241272871107,-78.89597622082042,-11.806743315725676,-0.5812827614717356,0.09707441758009061,0.007304994864641756,0.0012342535126173004,7.972842390957524e-05
3033,-13.03848751783426,-78.8944307463976,-11.711738751530255,-0.5740274127721474,0.09500456419542047,0.0072553486995882155,-0.0020698533846701395,-4.964616505354069e-05
3034,-13.030840315256423,-78.89405499491193,-11.622902191429578,-0.566997653309632,0.08883656010067753,0.007029759462515384,-0.00616800409474294,-0.00022558923707283185
3035,-13.019386007742638,-78.89419645724159,-11.54345207554028,-0.5603403946475898,0.07945011588929773,0.006657258662042254,-0.009386444211379796,-0.00037250080047313006
3036,-13.023853139874946,-78.89399457762417,-11.474289146997817,-0.5541079769772808,0.06916292854246286,0.006232417670309021,-0.01028718734683487,-0.000424840991733233
3037,-12.970897715234766,-78.892491304422,-11.413409173475898,-0.5482306811612059,0.060879973521918984,0.005877295816074879,-0.00828295502054388,-0.00035512185423414167
3038,-12.985364472779546,-78.89298064922129,-11.356432891433263,-0.5425385211160764,0.05697628204263516,0.005692160045129513,-0.0039036914792838218,-0.00018513577094536604
3039,-13.023766232226127,-78.895154181491,-11.298066800056127,-0.5368226544507958,0.05836609137713644,0.005715866665280567,0.0013898093345012796,2.3706620151053848e-05
3040,-13.029119629556806,-78.89571105997405,-11.233931183858255,-0.530910420170702,0.06413561619787167,0.005912234280093798,0.005769524820735228,0.00019636761481323095
3041,-12.99603958149583,-78.89460608849899,-11.162039756500835,-0.524722903630017,0.0718914273574196,0.006187516540685056,0.007755811159547932,0.0002752822605912586
3042,-12.969228365657392,-78.8936335339613,-11.083352252972425,-0.5182920784041708,0.07868750352841047,0.0064308252258461485,0.006796076170990872,0.00024330868516109216
3043,-12.938463114395015,-78.89278609554438,-11.001196132683045,-0.5117324384621419,0.08215612028937969,0.006559639942028905,0.003468616760969212,0.00012881471618275686
3044,-12.907464099884827,-78.89136506007279,-10.919815084274674,-0.5051818039636715,0.08138104840837102,0.006550634498470376,-0.000775071881008671,-9.005443558529613e-06
3045,-12.925052027524037,-78.89314571979074,-10.842658502589492,-0.498738957440453,0.07715658168518225,0.006442846523218526,-0.004224466723188769,-0.00010778797525184958
3046,-12.919120075486303,-78.89326951953839,-10.77112699812842,-0.4924263142905884,0.07153150446107226,0.006312643149864572,-0.005625077224109987,-0.00013020337335395427
