Frame,Left_Position_Raw,Right_Position_Raw,Left_Position_Filtered,Right_Position_Filtered,Left_Velocity,Right_Velocity,Left_Acceleration,Right_Acceleration
3000,-6.89176745208015,-77.92403392401604,-11.978667960545785,-0.6460643393636026,-5.244284346784661,-0.8714685330104512,-181775.17770035833,-14941.87797715004
3001,-6.9068709787025915,-77.92586695007155,-12.00838449370473,-0.6505622394145166,-6.825612105370728,-1.033125932693962,-83427.42117635303,-8528.693622458944
3002,-7.0109685465919425,-77.9318891211616,-12.033494605801195,-0.6549689273280157,-5.7675599026347895,-1.012175350539374,55820.53831973816,1105.3072532309309
3003,-7.0307159242063495,-77.9327270389009,-12.043128519318579,-0.6584897755376933,-2.212820599719042,-0.808706184957991,187540.33209513576,10734.591662728513
3004,-7.045973438665159,-77.93386022503383,-12.03043165630335,-0.6605666859903778,2.9163516966613128,-0.47704707180310507,270604.00042482134,17497.61513380936
3005,-7.145966665628673,-77.94169961301485,-11.99433478995042,-0.6610146348261573,8.2911154752364,-0.10288969375159991,283560.8741096954,19739.731371599733
3006,-7.169374065776712,-77.9417576451111,-11.939271079564074,-0.6600269296152893,12.64762367027784,0.22686672795170915,229839.9190632903,17397.23326152674
3007,-7.098493071922421,-77.93702138365397,-11.873118217094053,-0.6580628045967818,15.194699074255412,0.45114130343131525,134378.1713447997,11832.239942726912
3008,-6.9778253390513605,-77.92951843627836,-11.804236387693855,-0.6556690066461095,15.821517472422434,0.5498331915949676,33069.57853678937,5206.769865268525
3009,-7.001175714895999,-77.93027592785245,-11.7387459916348,-0.6533052293652337,15.042536682703487,0.5429377221242041,-41097.336133705496,-363.7900066083979
3010,-7.076929772589291,-77.93330980040857,-11.679031907986163,-0.6512350876760179,13.71577128574213,0.4754923496010436,-69997.2633589116,-3558.2715027508902
3011,-7.053498134368255,-77.93113182906365,-11.623918375893549,-0.6495126966399053,12.659067254211232,0.3956172492730158,-55749.41173239409,-4214.036970127051
3012,-7.028064273297464,-77.92974294781206,-11.570244606174073,-0.648052776396634,12.328367188009452,0.33533014204751405,-17447.0178976259,-3180.616958563397
3013,-7.055971750621392,-77.93089283472254,-11.514995179946165,-0.6467380062114491,12.690280876942744,0.301990519680697,19093.78090164098,-1758.926131508631
3014,-7.035174777316493,-77.92912592512592,-11.456961552499548,-0.645506468637723,13.329786078998596,0.2828727606441282,33738.906780519006,-1008.611482617598
3015,-7.017027747670563,-77.9281033397117,-11.397207656285595,-0.6443787207067595,13.724915862813438,0.2590332421423152,20846.189991072573,-1257.7212661279952
3016,-6.923514866730611,-77.92310912081446,-11.338230825034431,-0.6434189551520739,13.546431246579434,0.2204492480108767,-9416.461053822386,-2035.6078059033555
3017,-6.983322369692376,-77.92652631741392,-11.282343182857662,-0.6426597172765417,12.836873162223322,0.17438989960135326,-37434.7448410024,-2429.991276638022
3018,-6.998257045571297,-77.92869461844175,-11.230144809117343,-0.6420372621578625,11.989482412935587,0.1429721687379209,-44706.4971558997,-1657.531306155351
3019,-7.021842403789508,-77.92989477109225,-11.17986787929445,-0.6413770261400797,11.548144562640942,0.15165009091995046,-23284.02731039111,457.82834386157595
