frame,time_s,arrow_right_pct,arrow_left_pct,bullseye_pct
985,16.4167,,,20.49
986,16.4333,,,23.15
987,16.45,,,26.12
988,16.4667,,,29.35
989,16.4833,,,32.81
990,16.5,,,36.67
991,16.5167,,,40.7
992,16.5333,,,44.97
993,16.55,,,49.58
994,16.5667,,,49.58
995,16.5833,,,54.27
996,16.6,,,64.92
997,16.6167,,,70.29
998,16.6333,,,75.31
999,16.65,,,75.31
1000,16.6667,,,86.64
1001,16.6833,,,91.95
1002,16.7,,,86.95
1003,16.7167,,,81.33
1004,16.7333,,,75.76
1005,16.75,,,69.97
1006,16.7667,,,65.0
1007,16.7833,,,59.79
1008,16.8,,,54.71
1009,16.8167,,,49.87
1010,16.8333,,,45.29
1011,16.85,,,40.91
1012,16.8667,,,36.74
1013,16.8833,,,32.92
1014,16.9,,,29.27
1015,16.9167,,,26.04
1016,16.9333,,,23.02
1017,16.95,,,20.34
1018,16.9667,,,17.92
1019,16.9833,,,15.81
1020,17.0,,,13.93
1021,17.0167,,,12.4
1022,17.0333,,,11.04
1023,17.05,,,10.03
1024,17.0667,,,9.17
1025,17.0833,,,8.54
1026,17.1,,,8.05
1027,17.1167,,,8.05
1028,17.1333,,,8.05
1029,17.15,,,8.05
1030,17.1667,,,8.05
1031,17.1833,,,8.05
1032,17.2,,,8.05
1033,17.2167,,,8.1
1034,17.2333,,,8.2
1035,17.25,,,8.36
1036,17.2667,,,8.65
1037,17.2833,,,9.09
1038,17.3,,,9.71
1039,17.3167,,,10.52
1040,17.3333,,,11.54
1041,17.35,,,12.81
1042,17.3667,,,14.27
1043,17.3833,,,16.04
1044,17.4,,,18.12
1045,17.4167,,,20.52
1046,17.4333,,,23.15
1047,17.45,,,26.12
1048,17.4667,,,29.35
1049,17.4833,,,32.81
1050,17.5,,,36.67
1051,17.5167,,,40.7
1052,17.5333,,,45.23
1053,17.55,,,49.64
1054,17.5667,,,54.45
1055,17.5833,,,59.27
1056,17.6,,,64.61
1057,17.6167,,,69.84
1058,17.6333,,,75.23
1059,17.65,,,80.81
1060,17.6667,,,86.43
1061,17.6833,,,91.95
1062,17.7,,,86.88
1063,17.7167,,,81.25
1064,17.7333,,,75.81
1065,17.75,,,75.81
1066,17.7667,,,64.97
1067,17.7833,,,59.27
1068,17.8,,,54.77
1069,17.8167,,,49.87
1070,17.8333,,,45.21
1071,17.85,,,40.91
1072,17.8667,,,36.74
1073,17.8833,,,32.71
1074,17.9,,,29.35
1075,17.9167,,,26.04
1076,17.9333,,,23.05
1077,17.95,,,20.31
1078,17.9667,,,20.31
1079,17.9833,,,15.81
1080,18.0,,,13.78
1081,18.0167,,,12.37
1082,18.0333,,,11.04
1083,18.05,,,10.0
1084,18.0667,,,9.17
1085,18.0833,,,8.52
1086,18.1,,,8.05
1087,18.1167,,,8.05
1088,18.1333,,,8.05
1089,18.15,,,8.05
1090,18.1667,,,8.05
1091,18.1833,,,8.05
1092,18.2,,,8.05
1093,18.2167,,,8.05
1094,18.2333,,,8.05
1095,18.25,,,8.05
1096,18.2667,,,8.05
1097,18.2833,,,8.05
1098,18.3,,,8.05
1099,18.3167,,,8.05
1100,18.3333,,,8.05
1101,18.35,,,8.05
1102,18.3667,,,8.05
1103,18.3833,,,8.05
1104,18.4,,,8.05
1105,18.4167,,,8.05
1106,18.4333,,,8.05
1107,18.45,,,8.05
1108,18.4667,,,8.05
1109,18.4833,,,8.05
1110,18.5,,,8.05
1111,18.5167,,,8.05
