frame,timestamp_ms,left_horizontal,left_vertical,right_horizontal,right_vertical
1,0,-14.036243467926479,-18.43494882292201,-11.768288932020646,15.859366266605688
2,4.353680329352153,-7.907162702958458,-7.907162702958458,-11.177347435770152,14.913033506197367
3,8.707360658704307,-11.458752345877201,13.914725559963705,-7.907162702958458,-19.1481374579396
4,13.06104098805646,1.9886378564740679,5.946863053973501,-17.117315470649945,13.25209014514162
5,17.414721317408613,-9.462322208025617,-1.9091524329963763,4.537772507906652,9.019322431381683
6,21.768401646760765,-6.2034479016918365,-14.231458315642614,-2.2724497327829347,-19.65382405805331
7,26.122081976112916,-11.768288932020646,-19.1481374579396,0.9743240911534933,0.9743240911534933
9,34.82944263481722,-1.1102443432205258,-20.21456739256617,5.802819664708864,3.489324905796391
10,39.18312296416937,0.0,0.0,-0.9361222413566878,-20.597073339683718
11,43.53680329352152,0.0,-7.907162702958458,1.9886378564740679,0.0
12,47.890483622873674,-10.26830579801024,-18.06047193619919,6.788974574438791,22.967693400560925
13,52.244163952225826,-11.222458069444835,-19.65382405805331,0.0,-12.369061525925504
14,56.59784428157798,-11.588484781650596,14.903407293589014,-28.089191244275618,-28.917773171067022
15,60.95152461093013,-9.462322208025617,-16.69924423399362,1.0609116902642277,5.290081205371269
17,69.65888526963444,-1.9091524329963763,5.710593137499642,1.9091524329963763,5.710593137499642
18,74.0125655989866,-1.9091524329963763,-1.9091524329963763,18.939004260240065,8.36588612403259
19,78.36624592833876,4.891772180477259,21.39981013208223,27.537102626413258,-27.134128534954502
20,82.71992625769091,2.2724497327829347,-19.65382405805331,5.629250470569262,19.262599141282
21,87.07360658704307,-29.920704261661314,-30.70703581639638,22.51546947380661,8.027237510431954
22,91.42728691639523,0.0,-16.85839876773828,17.95616515262674,10.4914770123316
23,95.78096724574739,-2.3859440303888126,-16.26020470831196,-11.012723603415903,-28.099191336592398
24,100.13464757509955,-2.075026361417408,-18.06047193619919,-17.47477425625567,20.323136829662943
25,104.48832790445171,-2.3859440303888126,-16.26020470831196,-6.2034479016918365,-6.2034479016918365
26,108.84200823380387,-11.458752345877201,-25.312883801874136,22.61986494804043,-27.937142826538604
27,113.19568856315603,-4.332313983188516,-12.804266065286752,1.9886378564740679,1.9886378564740679
29,121.90304922186034,0.0,7.594643368591445,20.986707900313043,6.788974574438791
31,130.61040988056465,-13.600542516658743,14.566521616313896,1.0609116902642277,5.290081205371269
32,134.9640902099168,-12.804266065286752,-12.804266065286752,-34.148831757001965,18.23484796180134
33,139.31777053926896,-1.9886378564740679,5.946863053973501,-9.462322208025617,18.666914274220215
34,143.67145086862112,-14.231458315642614,2.075026361417408,0.0,3.8140748342903543
35,148.02513119797328,-6.2034479016918365,-18.06047193619919,19.65382405805331,9.462322208025617
